"Property","en","pt-br","pt","pl","nl","lt","ja","it","id","hr","hi","gl","fr","fi","es-es","el","de-de","cs","ca","bg","sk","sh","ru","sr","sr-cs","ro","uk","tr","zh-tw","zh-cn"
"error_account_taken","This account is already taken. Please choose another pass phrase.","Esta conta já existe. Por favor, escolha uma outra senha.","Esta conta já está ocupada. Por favor, escolha uma outra senha.","Konto z tym hasłem jest już zajęte. Proszę wprowadzić inne hasło.","Deze account is al in gebruik. Kies een ander wachtwoord/andere wachtwoordzin, aub.","Ši sąskaita jau užimta. Pasirinkite kitą slaptažodį.","このアカウントは既に使用されています。別のパスフレーズを選択してください。","Questo account è già preso. Si prega di scegliere un'altra passphrase.","Account ini sudah diambil. Silakan pilih lain pass frase.","Ovaj račun je već zauzet. Molimo odaberite drugu frazu za lozinku.","यह खाता पहले से ही लिया जा चूका है। कृपया एक और पास वाक्यांश का चयन करें।","Esta conta xa está ocupada. Por favor, escolla outro contrasinal.","Ce compte est déjà pris. Veuillez choisir une autre phrase de passe.","Tämä tili on jo käytössä. Valitse toinen tunnuslause.","Esta cuenta ya está ocupada. Por favor, elija otra contraseña.","Αυτός ο λογαριασμός είναι ήδη κατελημένος. Παρακαλώ επιλέξτε μια άλλη συνθηματική φράση.","Dieses Konto ist bereits vergeben. Bitte wählen Sie eine andere Passphrase.","Tento účet je již obsazeno. Zvolte prosím jiné heslo.","Aquest compte ja agafat. Si us plau, trieu una altra contrasenya.","Тази сметка е вече взета. Моля изберете друга фраза за достъп.","Tento účet je už obsadený. Vyberte si iné heslo prosím.","Ovaj račun je već zauzet. Molimo odaberite drugu frazu za lozinku.","Этот аккаунт уже используется. Пожалуйста, выберите другую парольную фразу.","Овај налог је већ заузет. Молимо одаберите другу фразу за лозинку.","Ovaj nalog je već zauzet. Molimo odaberite drugu frazu za lozinku.","Acest cont este deja însușit. Vă rugăm să selectaţi o altă parolă.","Цей аккаунт вже використовується. Будь ласка, виберіть іншу парольну фразу.","Bu hesap zaten alınır. Lütfen başka bir parola deyimi seçin.","該賬戶已經被佔用，請選擇其它密碼。","该账户已经被占用。请选择其它密码。"
"error_account_unknow_watch_only","It is not possible to login in this account because it is an unknown account, meaning it has never had an incoming or outgoing transaction.","Não é possível logar nesta conta porque ela é desconhecida, ou seja, ela nunca enviou ou recebeu uma transação.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"error_add_asset_bookmark","An unknown error occured!","Ocorreu um erro desconhecido!","Ocorreu um erro desconhecido!","Wystąpił nieznany błąd!","Er is een onbekende fout opgetreden!","Įvyko nežinoma klaida!","不明なエラーが発生しました！","Si è verificato un errore sconosciuto!","Terjadi kesalahan yang tidak dikenal!","Pojavila se nepoznata greška!",,"¡Produciuse un erro descoñecido!","Une erreur s'est produite !","Tuntematon virhe!","¡Se ha producido un error desconocido!",,"Ein unbekannter Fehler ist aufgetreten!","Došlo k neznámé chybě!","S'ha produït un error desconegut!","Възникна неизвестна грешка!","Vyskytla sa neznáma chyba!","Pojavila se nepoznata greška!","Произошла неизвестная ошибка!","Појавила се непозната грешка!","Pojavila se nepoznata greška!","A intervenit o eroare necunoscută!","Сталася невідома помилка!",,"出現未知錯誤 ！","出现未知错误！"
"error_alias","The alias does not exist.","O pseudônimo não existe.","O Alias não existe.","Podany alias nie istnieje.","De alias bestaat niet.","Pseudonimas neegzistuoja.","エイリアスが存在しません。","L'alias non esiste.","Alias tidak ada.","Pseudonim ne postoji.","उपनाम मौजूद नहीं है।","O alias non existe.","L'alias n'existe pas.","Aliasta ei ole olemassa.","El alias no existe.","Δεν υπάρχει το ψευδώνυμο.","Alias existiert nicht.","Alias neexistuje.","L'Àlies no existeix.","Псевдонимът не съществува.","Alias neexistuje.","Pseudonim ne postoji.","Псевдоним не существует.","Алиас не постоји.","Alias ne postoji.","Aliasul acesta nu există.","Альяс не існує.","Böyle  bir  rumuz bulunamamıştır.","別名不存在。","别名不存在。"
"error_alias_empty_uri","The alias links to an empty URI.","O pseudônimo aponta para um URI vazio.","O alias aponta para um URI vazio.","Alias linkuje do pustego URI.","Deze alias is gekoppeld aan een ongeldige URI.","Pseudonimo nuoroda į tuščią URI.","そのエイリアスは空のURIにリンクされています。","L'alias è connesso ad un URI vuoto.","Alias link ke URI kosong.","Poveznica pseudonima usmjerena je na prazan URI.","उपनाम लिंक एक खाली URI को सम्भोधित करता है।","O Alias enlaza a un URI vacío.","Cet alias renvoie à un URI vide.","Alias osoittaa tyhjään URI:iin.","El alias enlaza a un URI vacío.","Το ψευδώνυμο παραπέμπει σε ένα άδειο URI.","Das Alias ist mit keiner URI verknüpft.","Alias odkazuje na prázdný URI.","L'Àlies enllaça amb una URL buida.","Псевдонимът има връзка към празен URI.","Alias odkazuje na prázdnu URI.","Poveznica pseudonima usmjerena je na prazan URI.","Псевдоним ссылается на пустой URI.","Алиас указује на празан URI.","Alias ukazuje na prazan URI.","Acest alias te trimite către un URI gol.","Псевдонім посилається на порожній URI.","Bu rumuz boş bir URI ile bağlantılıdır.","別名指向空白的 URI。","别名链接到空白的 URI。"
"error_alias_not_for_sale","This alias is no longer for sale.","O pseudônimo não está à venda.","Este alias não está mais a venda.","Ten alias już nie jest w sprzedaży.","Deze alias staat niet meer te koop.","Šis pseudonimas yra daugiau neparduodamas.","このエイリアスは現在販売しておりません。","Questo alias non è più in vendita.","Alias ​​ini tidak untuk dijual.","Ovaj pseudonim više nije na prodaji.","यह उपनाम अब बिक्री के लिए उपलब्ध नहीं है।","Este alias xa non está á venda.","Cet alias n'est plus disponible à la vente.","Tämä alias ei ole enää myynnissä.","Este alias ya no está a la venta.","Το ψευδώνυμο δεν είναι προς πώληση.","Dieser Alias steht nicht mehr zum Verkauf.","Alias není na prodej.","Aquest Àlias ja no està a la venda.","Този псевдоним вече не се продава.","Tento alias sa už nie je na predaj.","Pseudonim nije na prodaju.","Этот псевдоним больше не продается.","Овај алиас више није на продају.","Ovaj alias više nije na prodaju.","Acest alias nu mai este de vânzare.","Цей псевдонім більше не продається.","Bu rumuz  satılık değildir.  ","該別名停止出售。","该别名停止出售。"
"error_alias_not_found","Could not find alias.","Não foi possível encontrar o pseudônimo.","Não se conseguiu encontrar o alias.","Alias nie został znaleziony.","Kan de alias niet vinden.","Nepavyko rasti pseudonimo.","エイリアスが見つかりませんでした。","Impossibile trovare l'alias.","Tidak dapat menemukan alias.","Pseudonim nije pronađen.","उपनाम नहीं मिला।","Non se puido atopalo Alias.","Alias introuvable.","Aliasta ei löytynyt.","No se pudo encontrar el alias.","Δεν μπόρεσα να βρω το ψευδώνυμο.","Alias nicht gefunden.","Alias nebyl nalezen.","No és pot trobar l'Àlies.","Не можа да намери псевдоним.","Nepodarilo sa nájsť alias.","Pseudonim nije pronađen.","Не удалось найти псевдоним.","Алиас није пронађен.","Alias nije pronađen.","Aliasul nu a fost găsit.","Не вдалося знайти альяса.","Rumuz bulunamadı.","未找到別名。","未找到别名。"
"error_alias_not_from_recipient","Alias is owned by account other than recipient.","O pseudônimo é propriedade de uma conta diferente da conta de destino.","O alias é propriedade de uma conta distinta à conta destino.","Alias należy do konta innego niż odbiorca.","Deze alias is eigendom van een ander account dan dat van de ontvanger.","Pseudonimas priklauso kitai sąskaitai, ne gavėjo.","エイリアスは受信者以外のアカウントによって所有されています。",,"Alias telah dimiliki oleh rekening selain penerima.","Pseudonim ne pripada računu primaoca, već nekom drugom računu.","उपनाम प्राप्तकर्ता के आलावा अन्य खाते द्वारा स्वामित्व में है।",,"L'alias appartient à un autre compte que celui du destinataire.","Aliaksen omistaa eri tili kuin vastaanottaja.","El alias es propiedad de una cuenta distinta a la cuenta destino.","Το ψευδώνυμο ανήκει σε λογαριασμό διαφορετικό του παραλήπτη.","Das Alias gehört einem anderen Konto als dem des Empfängers.","Alias vlastní někdo jiný, než příjemce.","L'Àlies és propietat d'un compte diferent al del destinatari.","Псевдонимът е собственост на сметка, различна от сметката на получателя.","Alias je vo vlastníctve iného účtu ako príjemca.","Pseudonim ne pripada računu primaoca, već nekom drugom računu.","Псевдоним принадлежит иному счету, отличному от счета получателя.","Алиас не припада налогу примаоца, већ неком другом налогу.","Alias ne pripada nalogu primaoca, već nekom drugom nalogu.","Aliasul este deţinut de un cont care nu este al beneficiarului.","Псевдонім належить іншому рахунку, відмінному від рахунку одержувача.","Rumuz alıcıdan  farklı birisine ağitir.","別名被非接收者的賬戶所擁有。","别名被非接收者的账户所拥有。"
"error_alias_not_from_sender","Alias doesn't belong to sender.","O pseudônimo não pertence ao remetente.","O alias não pertence ao remitente.","Alias nie należy do nadawcy.","Deze alias is geen eigendom van de afzender.","Pseudonimas nepriklauso siuntėjui.","エイリアスは送信者のものではありません。",,"Alias tidak dimiliki oleh pengirim.","Pseudonim ne pripada pošiljaocu.","उपनाम भेजनेवाले के साथ संबंधित नहीं है।",,"L'alias n'appartient pas à l'expéditeur.","Lähettäjä ei omista aliasta.","El alias no pertenece al remitente.","Το ψευδώνυμο δεν ανήκει στον αποστολέα.","Das Alias gehört nicht dem Absender.","Alias nepatří odesílateli.","L'Àlies no pertany al remitent.","Псевдонимът не принадлежи на подателя.","Alias nepatrí odosielateľovi.","Pseudonim ne pripada pošiljaocu.","Псевдоним не принадлежит отправителю.","Алиас не припада пошиљаоцу.","Alias ne pripada pošiljaocu.","Aliasul nu aparţine expeditorului.","Псевдонім не належить відправникові.","Rumuz gönderene ağit değildir.","別名不屬於發送者。","别名不属于发送者。"
"error_alias_not_yet_registered","Alias hasn't been registered yet.","O pseudônimo ainda não foi registrado.","O alias ainda não foi registrado.","Alias nie jest jeszcze zarejestrowany.","Deze alias is nog niet geregistreerd.","Pseudonimas dar neužregistruotas.","エイリアスがまだ登録されていません。",,"Alias belum teregistrasi.","Pseudonim nije registriran.","उपनाम अभी तक पंजीकृत नहीं किया गया।",,"L'alias n'a pas encore été enregistré.","Aliasta ei ole vielä rekisteröity.","El alias aún no ha sido registrado.","Το ψευδώνυμο δεν έχει καταχωρηθεί ακόμα.","Das Alias wurde noch nicht registriert.","Alias zatím nebyl zaregistrován.","L'Àlies encara no ha estat registrat.","Псевдонимът още не е регистриран.","Alias ešte nebol zaregistrovaný.","Pseudonim nije registriran.","Псевдоним еще не зарегистрирован.","Алиас није регистрован.","Alias nije registrovan.","Aliasul nu a fost încă înregistrat.","Псевдонім ще не зареєстровано.","Rumuz henüz kayıt edilmemiştir.","別名尚未註冊。","别名尚未注册。"
